# Program:featureCounts v1.5.1; Command:"featureCounts" "-T" "24" "-s" "2" "-S" "fr" "-p" "-B" "-C" "-P" "-d" "40" "-D" "4000" "-t" "gene" "-g" "gene_id" "-a" "/opt/ngs_indexes/models/mm/mm10/gencode.vM14.annotation.gtf" "-o" "merged_counts/cytoplasmic.Naive.b1/all/all_counts.txt" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.000.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.010.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.020.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.030.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.040.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.060.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.090.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.120.b1.bam" 
Geneid	Chr	Start	End	Strand	Length	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.000.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.010.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.020.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.030.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.040.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.060.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.090.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.120.b1.bam
ENSMUSG00000084668.1	chr1	19513855	19513919	-	65	0	0	0	0	0	0	0	0
ENSMUSG00000102597.1	chr1	19614269	19616767	+	2499	0	0	0	0	0	0	0	0
ENSMUSG00000043760.16	chr1	20057779	20618064	-	560286	0	0	0	0	0	0	0	0
ENSMUSG00000104095.1	chr1	20062070	20065548	-	3479	0	0	0	0	0	0	0	0
ENSMUSG00000089914.2	chr1	20356452	20392300	+	35849	0	0	0	0	0	0	0	0
ENSMUSG00000090142.2	chr1	20444258	20444810	-	553	0	0	0	0	0	0	0	0
ENSMUSG00000070175.1	chr1	20444811	20444912	-	102	0	0	0	0	0	0	0	0
ENSMUSG00000065559.1	chr1	20679010	20679082	+	73	0	0	0	0	0	0	0	0
ENSMUSG00000099906.1	chr1	20679023	20684298	+	5276	0	0	0	0	0	0	0	0
ENSMUSG00000065480.1	chr1	20682769	20682887	+	119	0	0	0	0	0	0	0	0
ENSMUSG00000025929.4	chr1	20730905	20734496	+	3592	0	0	0	0	0	0	0	0
ENSMUSG00000041872.9	chr1	20777146	20790617	-	13472	0	0	0	0	0	0	0	0
ENSMUSG00000041859.10	chr1	20802968	20820312	-	17345	560	733	539	396	808	1223	662	402
ENSMUSG00000099714.1	chr1	20821331	20822516	+	1186	0	0	0	0	0	0	0	0
ENSMUSG00000102121.1	chr1	20836661	20839689	+	3029	0	0	0	0	0	0	0	0
ENSMUSG00000088858.1	chr1	20842535	20842666	-	132	0	0	0	0	0	0	0	0
ENSMUSG00000097934.1	chr1	20888650	20890473	-	1824	0	0	0	0	0	0	0	0
ENSMUSG00000025931.15	chr1	20890606	20939650	+	49045	17	31	13	22	19	42	21	29
ENSMUSG00000077314.1	chr1	20915410	20915540	-	131	0	0	0	0	0	0	0	0
ENSMUSG00000100929.1	chr1	20945711	20946914	+	1204	0	0	0	0	0	1	0	0
ENSMUSG00000041809.5	chr1	20951626	20990841	+	39216	3	14	4	5	8	12	7	5
ENSMUSG00000041779.5	chr1	20996299	21079229	-	82931	593	874	682	556	846	1375	706	1199
ENSMUSG00000099971.1	chr1	21080114	21081748	+	1635	0	1	1	0	0	0	0	0
ENSMUSG00000100819.1	chr1	21178988	21187427	+	8440	1	2	0	0	0	0	0	0
ENSMUSG00000025933.15	chr1	21218575	21230167	+	11593	28	32	20	13	31	57	23	12
ENSMUSG00000102633.1	chr1	21234722	21236821	+	2100	0	0	0	0	0	0	0	0
ENSMUSG00000025934.15	chr1	21240589	21265661	+	25073	5	4	4	4	7	8	1	4
ENSMUSG00000099343.1	chr1	21250359	21271593	-	21235	0	0	0	0	0	0	0	0
ENSMUSG00000096375.2	chr1	21272403	21272906	+	504	0	0	0	0	0	0	0	0
ENSMUSG00000025936.15	chr1	21285246	21298312	-	13067	0	0	1	0	0	0	1	0
ENSMUSG00000093963.1	chr1	21312517	21316320	-	3804	0	0	0	0	0	0	0	0
ENSMUSG00000067750.3	chr1	21349641	21352200	+	2560	0	0	0	0	0	0	0	0
ENSMUSG00000086194.1	chr1	21354005	21355116	+	1112	0	0	0	0	0	0	0	0
ENSMUSG00000094436.1	chr1	21364803	21365030	+	228	0	0	0	0	0	0	0	0
ENSMUSG00000041722.7	chr1	21368331	21370845	+	2515	0	0	0	0	0	0	0	0
ENSMUSG00000085507.1	chr1	21372670	21373764	+	1095	0	0	0	0	0	0	0	0
ENSMUSG00000094926.1	chr1	21379555	21379782	+	228	0	0	0	0	0	0	0	0
ENSMUSG00000085079.3	chr1	21383556	21386373	+	2818	0	0	0	0	0	0	0	0
ENSMUSG00000085679.2	chr1	21390906	21391101	+	196	0	0	0	0	0	0	0	0
ENSMUSG00000028033.16	chr1	21398403	21961942	-	563540	3	7	3	5	2	4	1	11
ENSMUSG00000104138.1	chr1	21454691	21457017	-	2327	0	0	0	0	0	0	0	0
ENSMUSG00000082935.3	chr1	21511933	21513056	-	1124	0	0	0	0	0	0	0	0
ENSMUSG00000103748.1	chr1	21838948	21840514	-	1567	0	0	0	0	0	0	0	0
ENSMUSG00000097109.1	chr1	21959842	21962530	+	2689	0	0	0	0	0	0	0	0
ENSMUSG00000099692.1	chr1	22030064	22030615	-	552	0	0	0	0	0	0	0	0
ENSMUSG00000100418.1	chr1	22237849	22238295	+	447	0	0	0	0	0	0	0	0
ENSMUSG00000041670.16	chr1	22286251	22805994	-	519744	0	1	0	0	0	0	0	0
ENSMUSG00000097642.1	chr1	22740764	22741565	+	802	0	0	0	0	0	0	0	0
ENSMUSG00000101468.1	chr1	22984863	22987125	-	2263	0	0	0	0	0	0	0	0
ENSMUSG00000101227.1	chr1	23048295	23235673	-	187379	0	0	0	0	0	0	0	0
ENSMUSG00000073730.2	chr1	23100473	23102253	-	1781	0	0	0	0	0	0	0	0
ENSMUSG00000089553.1	chr1	23245211	23245331	+	121	0	0	0	0	0	0	0	0
ENSMUSG00000102766.1	chr1	23255685	23256407	-	723	0	0	0	0	0	0	0	0
ENSMUSG00000065405.3	chr1	23272269	23272339	+	71	0	0	0	0	0	0	0	0
ENSMUSG00000097970.1	chr1	23291537	23291935	+	399	0	0	0	1	0	0	0	1
ENSMUSG00000065567.1	chr1	23291701	23291784	+	84	0	0	0	0	0	0	0	0
ENSMUSG00000100775.1	chr1	23293729	23294075	+	347	0	0	0	0	0	0	0	0
ENSMUSG00000101226.1	chr1	23345956	23346599	-	644	0	0	0	0	0	0	0	0
ENSMUSG00000026158.11	chr1	23366424	23397772	-	31349	683	861	695	548	918	1286	635	851
ENSMUSG00000097920.1	chr1	23479539	23480527	+	989	0	0	0	0	0	0	0	0
ENSMUSG00000099503.1	chr1	23574587	23596664	+	22078	0	0	0	0	0	0	0	0
ENSMUSG00000026156.8	chr1	23761753	23849158	+	87406	0	0	0	0	1	7	0	0
ENSMUSG00000026155.13	chr1	23844846	23922317	-	77472	866	1236	904	728	1108	1972	960	1187
ENSMUSG00000026154.4	chr1	23995939	24005656	-	9718	104	100	90	70	121	203	79	68
ENSMUSG00000102495.1	chr1	24005505	24005894	+	390	0	0	0	0	0	0	0	0
ENSMUSG00000026153.15	chr1	24011093	24100341	-	89249	85	176	96	93	158	235	105	152
ENSMUSG00000102398.1	chr1	24100625	24103424	+	2800	1	0	0	1	0	0	0	0
ENSMUSG00000097670.1	chr1	24125275	24126141	+	867	0	0	0	0	0	0	0	0
ENSMUSG00000026147.16	chr1	24177610	24252684	+	75075	0	0	0	0	0	0	0	0
ENSMUSG00000026141.13	chr1	24261890	24587472	-	325583	2	2	11	28	12	89	10	42
ENSMUSG00000077463.1	chr1	24548841	24548977	-	137	0	0	0	0	0	0	0	0
ENSMUSG00000099997.1	chr1	24594087	24595423	-	1337	0	0	0	0	0	0	0	0
ENSMUSG00000100131.1	chr1	24611535	24612410	-	876	0	1	0	0	0	0	1	3
ENSMUSG00000067736.2	chr1	24612407	24612700	-	294	0	1	1	0	1	0	1	0
ENSMUSG00000101939.1	chr1	24612775	24613119	-	345	0	0	0	0	1	1	2	0
ENSMUSG00000101111.1	chr1	24613189	24613971	-	783	0	0	0	0	0	0	0	1
ENSMUSG00000100862.1	chr1	24613974	24614651	-	678	0	0	0	0	0	0	0	0
ENSMUSG00000102070.1	chr1	24614885	24615565	-	681	0	0	0	0	1	0	0	0
ENSMUSG00000101249.1	chr1	24615706	24616197	-	492	0	1	0	0	5	3	1	9
ENSMUSG00000073725.8	chr1	24678630	24766301	+	87672	2185	3057	2317	2407	3330	6763	2387	2900
ENSMUSG00000100808.1	chr1	24910461	24911659	-	1199	0	0	0	0	0	0	0	0
ENSMUSG00000100483.1	chr1	24963209	24965158	-	1950	0	0	0	0	0	0	0	0
ENSMUSG00000100450.1	chr1	25011941	25012756	+	816	0	0	0	0	0	0	0	0
ENSMUSG00000099392.1	chr1	25026581	25027232	-	652	0	0	0	0	0	0	0	0
ENSMUSG00000033569.17	chr1	25067476	25829707	-	762232	0	0	0	0	0	0	0	0
ENSMUSG00000080849.1	chr1	25223730	25224173	+	444	0	0	0	0	0	0	0	0
ENSMUSG00000104257.1	chr1	25276404	25277954	-	1551	0	0	0	0	0	0	0	0
ENSMUSG00000096866.1	chr1	25279445	25279551	-	107	0	0	0	0	0	0	0	0
ENSMUSG00000102296.1	chr1	25284218	25285248	-	1031	0	0	0	0	0	0	0	0
ENSMUSG00000103209.1	chr1	25296512	25299886	-	3375	0	0	0	0	0	0	0	0
ENSMUSG00000104027.1	chr1	25314276	25317708	-	3433	0	0	0	0	0	0	0	0
ENSMUSG00000102407.1	chr1	25325866	25328398	-	2533	0	0	0	0	0	0	0	0
ENSMUSG00000103214.1	chr1	25345978	25349082	-	3105	0	0	0	0	0	0	0	0
ENSMUSG00000104100.1	chr1	25362564	25365820	-	3257	0	0	0	0	0	0	0	0
ENSMUSG00000084740.1	chr1	25451071	25451174	+	104	0	0	0	0	0	0	0	0
ENSMUSG00000103889.1	chr1	25608250	25611184	-	2935	0	0	0	0	0	0	0	0
ENSMUSG00000101301.1	chr1	25614946	25615515	-	570	0	0	0	0	0	0	0	0
ENSMUSG00000104221.1	chr1	25620238	25623180	-	2943	0	0	0	0	0	0	0	0
ENSMUSG00000102250.1	chr1	25672245	25676239	-	3995	0	0	0	0	0	0	0	0
ENSMUSG00000102317.1	chr1	25686062	25691501	-	5440	0	0	0	0	0	0	0	0
ENSMUSG00000103563.1	chr1	25722038	25724778	-	2741	0	0	0	0	0	0	0	0
ENSMUSG00000102465.1	chr1	25735389	25738969	-	3581	0	0	0	0	0	0	0	0
ENSMUSG00000102659.1	chr1	25755343	25759033	-	3691	0	0	0	0	0	0	0	0
ENSMUSG00000103924.1	chr1	25775757	25780306	-	4550	0	0	0	0	0	0	0	0
ENSMUSG00000104132.1	chr1	25797281	25800905	-	3625	0	0	0	0	0	0	0	0
ENSMUSG00000102747.1	chr1	25804097	25807406	-	3310	0	0	0	0	0	0	0	0
ENSMUSG00000102386.1	chr1	25808956	25809972	-	1017	0	0	0	0	0	0	0	0
ENSMUSG00000103004.1	chr1	25824390	25824719	-	330	0	0	0	0	0	0	0	0
ENSMUSG00000104516.1	chr1	25830657	25831878	+	1222	0	0	0	0	0	0	0	0
ENSMUSG00000101618.1	chr1	25996604	25997159	-	556	0	0	0	0	0	0	0	0
ENSMUSG00000099458.1	chr1	26466236	26466886	+	651	0	0	0	0	0	0	0	0
ENSMUSG00000088111.1	chr1	26566833	26566938	+	106	0	0	0	0	0	0	0	0
ENSMUSG00000073722.3	chr1	26681814	26687460	-	5647	0	0	0	0	0	1	0	0
ENSMUSG00000095256.1	chr1	26959103	26959221	-	119	0	0	0	0	0	0	0	0
ENSMUSG00000100310.1	chr1	27336352	27336768	-	417	0	0	0	0	0	0	0	0
ENSMUSG00000101514.1	chr1	27884046	27902396	+	18351	0	0	0	0	0	0	0	0
ENSMUSG00000101033.1	chr1	27900419	27901072	-	654	0	0	0	0	0	0	0	0
ENSMUSG00000101372.1	chr1	27989910	27991782	+	1873	0	0	0	0	0	0	0	0
ENSMUSG00000103241.1	chr1	28569918	28571431	+	1514	0	0	0	0	0	0	0	0
ENSMUSG00000086240.4	chr1	28580499	28580772	-	274	0	0	0	0	4	1	0	0
ENSMUSG00000048411.4	chr1	28776117	28780252	-	4136	0	0	0	0	0	0	0	0
ENSMUSG00000081557.2	chr1	28800240	28802721	-	2482	0	0	0	0	0	0	0	0
ENSMUSG00000058590.2	chr1	28938036	28938339	+	304	0	0	0	0	0	0	0	0
ENSMUSG00000101235.1	chr1	29219700	29220249	+	550	0	0	0	0	0	0	0	0
ENSMUSG00000064433.1	chr1	29280964	29281075	-	112	0	0	0	0	0	0	0	0
ENSMUSG00000080625.1	chr1	29301480	29301579	+	100	0	0	0	0	0	0	0	0
ENSMUSG00000080391.1	chr1	29361275	29361370	-	96	0	0	0	0	0	0	0	0
ENSMUSG00000099257.1	chr1	29421488	29421612	+	125	0	0	0	0	0	0	0	0
ENSMUSG00000099492.1	chr1	29484604	29485915	-	1312	0	0	1	0	0	2	0	0
ENSMUSG00000101726.1	chr1	29930094	29930715	+	622	0	0	0	0	0	0	0	0
ENSMUSG00000096829.1	chr1	29985934	29986043	+	110	0	0	0	0	0	0	0	0
ENSMUSG00000098883.1	chr1	30333291	30333397	-	107	0	0	0	0	0	0	0	0
ENSMUSG00000053185.2	chr1	30718560	30719962	-	1403	0	0	0	0	0	0	0	0
ENSMUSG00000100261.1	chr1	30769687	30771815	+	2129	0	0	0	0	0	0	0	0
ENSMUSG00000101180.1	chr1	30794548	30794875	-	328	0	0	0	0	0	0	0	0
ENSMUSG00000048874.15	chr1	30802339	30873921	-	71583	2940	4153	3093	2417	4031	6255	2651	2191
ENSMUSG00000103783.1	chr1	30833548	30836431	-	2884	0	0	0	0	0	0	0	0
ENSMUSG00000104315.1	chr1	30865504	30868538	-	3035	0	0	0	0	0	0	0	0
ENSMUSG00000026064.15	chr1	30940302	30949770	-	9469	1624	1911	2033	2166	3424	6678	3728	3122
ENSMUSG00000086151.3	chr1	30977244	30977967	-	724	0	0	0	0	0	0	0	0
ENSMUSG00000086726.2	chr1	30986226	30986952	-	727	0	0	0	0	0	0	0	0
ENSMUSG00000087346.2	chr1	30998184	30998906	-	723	0	0	0	0	0	0	0	0
ENSMUSG00000100371.1	chr1	31019188	31096454	-	77267	0	1	0	0	0	0	0	0
ENSMUSG00000100237.1	chr1	31041919	31043675	+	1757	0	0	0	0	0	0	0	0
ENSMUSG00000098529.1	chr1	31122725	31122862	-	138	0	0	0	0	0	0	0	0
ENSMUSG00000086727.7	chr1	31135226	31222684	-	87459	0	0	1	0	1	1	0	0
ENSMUSG00000100910.1	chr1	31136026	31150105	+	14080	0	0	0	0	0	0	0	0
ENSMUSG00000099796.1	chr1	31164549	31164773	+	225	0	0	0	0	0	0	0	0
ENSMUSG00000050217.13	chr1	31176401	31204725	+	28325	0	0	0	0	0	0	0	0
ENSMUSG00000026063.4	chr1	31222838	31224288	+	1451	0	0	0	0	0	0	0	0
ENSMUSG00000077664.1	chr1	31259593	31259719	-	127	0	0	0	0	0	0	0	0
ENSMUSG00000100205.1	chr1	31267326	31267884	+	559	0	0	0	0	0	0	0	0
ENSMUSG00000100592.1	chr1	31274892	31275455	+	564	0	0	0	0	0	0	0	0
ENSMUSG00000094215.2	chr1	31286945	31287640	+	696	0	0	0	0	0	0	0	0
ENSMUSG00000101093.1	chr1	31559540	31561400	+	1861	0	0	0	0	0	0	0	0
ENSMUSG00000070960.4	chr1	31615149	31616661	+	1513	2	2	2	5	6	6	2	4
ENSMUSG00000088620.1	chr1	31656632	31656738	-	107	0	0	0	0	0	0	0	0
ENSMUSG00000082159.2	chr1	31736057	31736891	+	835	0	0	0	0	0	0	0	0
ENSMUSG00000026058.11	chr1	32172714	32658568	+	485855	0	1	0	0	0	0	0	0
ENSMUSG00000064688.1	chr1	32213133	32213239	-	107	0	0	0	0	0	0	0	0
ENSMUSG00000103482.1	chr1	32473757	32475565	+	1809	0	0	0	0	0	0	0	0
ENSMUSG00000104498.1	chr1	32485315	32486942	+	1628	0	0	0	0	0	0	0	0
ENSMUSG00000104313.1	chr1	32496444	32497988	+	1545	0	0	0	0	0	0	0	0
ENSMUSG00000102865.1	chr1	32519563	32520999	-	1437	0	0	0	0	0	0	0	0
ENSMUSG00000102321.1	chr1	32539028	32542440	+	3413	0	0	0	0	0	0	0	0
ENSMUSG00000091318.2	chr1	32543686	32547294	-	3609	0	0	0	0	0	0	0	0
ENSMUSG00000089489.1	chr1	32568359	32568421	-	63	0	0	0	0	0	0	0	0
ENSMUSG00000104433.1	chr1	32710179	32712648	+	2470	0	0	0	0	0	0	0	0
ENSMUSG00000089395.1	chr1	32726639	32726930	+	292	0	0	0	0	0	0	0	0
ENSMUSG00000102926.1	chr1	32967484	32972490	-	5007	0	0	0	0	0	0	0	0
ENSMUSG00000100497.1	chr1	33028160	33030290	-	2131	0	0	0	0	0	0	0	0
ENSMUSG00000102917.1	chr1	33065130	33066350	+	1221	0	0	0	0	0	0	0	0
ENSMUSG00000100481.1	chr1	33100907	33102695	+	1789	0	1	0	0	1	2	0	0
ENSMUSG00000100590.1	chr1	33108905	33109655	-	751	0	0	0	0	0	0	0	0
ENSMUSG00000088750.1	chr1	33191993	33192102	+	110	0	0	0	0	0	0	0	0
ENSMUSG00000104230.1	chr1	33212774	33215475	-	2702	0	0	0	0	0	0	0	0
ENSMUSG00000101754.2	chr1	33235939	33237631	+	1693	0	0	0	0	0	0	0	0
ENSMUSG00000065223.1	chr1	33293676	33293775	+	100	0	0	0	0	0	0	0	0
ENSMUSG00000100318.2	chr1	33315670	33316582	-	913	0	0	0	0	0	0	0	0
ENSMUSG00000101612.2	chr1	33371331	33373585	+	2255	0	0	0	0	0	0	0	0
ENSMUSG00000065260.1	chr1	33422733	33422838	+	106	0	0	0	0	0	0	0	0
ENSMUSG00000026134.11	chr1	33453810	33669795	-	215986	100	315	111	149	132	288	72	117
ENSMUSG00000101682.1	chr1	33482101	33482518	+	418	0	0	0	0	0	0	0	0
ENSMUSG00000102714.1	chr1	33613758	33616832	-	3075	0	0	0	0	0	0	0	0
ENSMUSG00000102093.1	chr1	33657781	33658108	+	328	0	0	0	0	0	0	0	0
ENSMUSG00000103746.1	chr1	33669824	33670712	+	889	0	0	1	1	0	0	1	1
ENSMUSG00000102198.1	chr1	33671915	33674228	-	2314	0	0	0	0	0	0	0	0
ENSMUSG00000004768.14	chr1	33719887	33742564	+	22678	91	127	92	70	119	112	37	46
ENSMUSG00000042215.8	chr1	33745484	33757795	-	12312	24	32	16	16	43	49	13	23
ENSMUSG00000103072.1	chr1	33748007	33748347	+	341	0	0	1	0	0	0	0	0
ENSMUSG00000042197.13	chr1	33761545	33814595	-	53051	1233	1773	1312	1026	1742	3269	1862	1623
ENSMUSG00000081402.4	chr1	33836124	33838680	-	2557	0	0	1	0	1	1	0	0
ENSMUSG00000042182.16	chr1	33852052	33907816	-	55765	21	31	41	124	124	202	51	96
ENSMUSG00000104416.1	chr1	33889490	33891117	-	1628	0	0	0	0	0	0	0	0
ENSMUSG00000026131.18	chr1	33908225	34308661	+	400437	1195	1966	1306	1314	1946	5554	2082	6708
ENSMUSG00000103596.1	chr1	33922455	33924838	+	2384	0	0	0	0	0	0	0	0
ENSMUSG00000099382.1	chr1	33963352	33963685	-	334	0	0	0	0	0	0	0	0
ENSMUSG00000084506.1	chr1	33981410	33981502	-	93	0	0	0	0	0	0	0	0
ENSMUSG00000103364.1	chr1	34032100	34033797	+	1698	0	0	0	0	0	0	0	0
ENSMUSG00000105982.1	chr1	34117359	34117431	+	73	0	0	0	0	0	0	0	0
ENSMUSG00000096992.3	chr1	34165856	34178446	-	12591	0	1	1	0	1	4	2	2
ENSMUSG00000103001.1	chr1	34269882	34271128	-	1247	0	2	0	0	0	0	0	0
ENSMUSG00000104397.1	chr1	34329433	34330307	-	875	0	0	0	0	0	0	0	0
ENSMUSG00000102839.1	chr1	34350775	34351161	+	387	0	0	0	0	0	0	0	0
ENSMUSG00000101206.1	chr1	34367371	34369003	+	1633	0	0	0	0	0	0	0	0
ENSMUSG00000101462.2	chr1	34415050	34417986	-	2937	22	19	20	20	21	36	17	13
ENSMUSG00000102336.1	chr1	34427002	34433264	-	6263	224	421	221	217	294	463	234	250
ENSMUSG00000092852.1	chr1	34433121	34433199	-	79	0	0	0	0	0	0	0	0
ENSMUSG00000042111.9	chr1	34436670	34439672	-	3003	893	1150	811	647	1009	1314	554	368
ENSMUSG00000101711.1	chr1	34439511	34444730	-	5220	2	1	4	1	4	1	1	1
ENSMUSG00000026127.13	chr1	34439851	34449356	+	9506	1221	1644	1287	1044	1599	2419	1135	911
ENSMUSG00000026126.15	chr1	34459762	34475733	+	15972	1274	1564	1229	947	1694	2395	1176	889
ENSMUSG00000100280.2	chr1	34468834	34473148	-	4315	52	83	53	34	69	118	37	19
ENSMUSG00000101223.6	chr1	34477167	34485933	-	8767	2	7	3	2	10	8	3	5
ENSMUSG00000026125.9	chr1	34498410	34503063	+	4654	1	1	0	0	0	0	0	1
ENSMUSG00000101116.1	chr1	34523716	34524007	-	292	0	0	0	0	0	0	0	0
ENSMUSG00000026124.4	chr1	34535648	34544313	+	8666	0	0	0	0	0	0	0	0
ENSMUSG00000101803.1	chr1	34538086	34538560	-	475	0	0	0	0	0	0	0	0
ENSMUSG00000037529.13	chr1	34543968	34560943	-	16976	0	0	0	0	0	0	0	0
ENSMUSG00000045815.4	chr1	34579202	34579711	-	510	0	0	0	0	0	0	0	0
ENSMUSG00000045174.10	chr1	34579657	34590944	+	11288	0	0	0	0	0	0	0	0
ENSMUSG00000100524.1	chr1	34607297	34607719	-	423	0	0	0	0	0	0	0	0
ENSMUSG00000102499.1	chr1	34610572	34610806	-	235	0	0	0	0	0	0	0	0
ENSMUSG00000103521.1	chr1	34610908	34612303	-	1396	0	0	0	0	0	0	0	0
ENSMUSG00000104098.1	chr1	34635544	34636189	-	646	0	0	0	0	0	0	0	0
ENSMUSG00000037509.19	chr1	34678188	34813309	+	135122	127	202	113	82	150	167	58	31
ENSMUSG00000102537.1	chr1	34752775	34752922	+	148	0	0	0	0	0	0	0	0
ENSMUSG00000102612.1	chr1	34753123	34753477	+	355	0	0	0	0	0	0	0	0
ENSMUSG00000104002.2	chr1	34809360	34811908	-	2549	3	10	3	3	2	10	0	1
ENSMUSG00000037503.12	chr1	34813219	34843065	-	29847	6741	8654	7228	6249	9923	16044	7070	6329
ENSMUSG00000104358.1	chr1	34823525	34826560	+	3036	0	0	0	0	0	0	0	0
ENSMUSG00000026123.11	chr1	34849976	34879580	+	29605	4785	6285	5342	4298	6880	11795	5483	4972
ENSMUSG00000103716.1	chr1	34928509	34930645	+	2137	0	0	0	0	0	0	0	0
ENSMUSG00000103548.1	chr1	34969627	34969855	-	229	0	0	0	0	0	0	0	0
ENSMUSG00000103760.1	chr1	34970065	34970500	+	436	0	0	0	0	0	0	0	0
ENSMUSG00000103997.1	chr1	34985656	34985890	+	235	0	0	0	0	0	0	0	0
ENSMUSG00000077231.1	chr1	35178956	35179084	-	129	0	0	0	0	0	0	0	0
ENSMUSG00000104417.1	chr1	35625606	35651297	-	25692	0	0	0	0	0	0	0	0
ENSMUSG00000064601.1	chr1	35761602	35761706	+	105	0	0	0	0	0	0	0	0
ENSMUSG00000101714.1	chr1	35806974	35810462	+	3489	0	0	0	0	0	0	0	0
ENSMUSG00000102531.1	chr1	35879845	35881119	+	1275	0	0	0	0	0	0	0	0
ENSMUSG00000103096.1	chr1	35958919	35959822	+	904	0	0	0	0	0	0	0	0
ENSMUSG00000102279.1	chr1	35981960	35986373	-	4414	0	0	0	0	0	0	0	0
ENSMUSG00000103708.1	chr1	36002985	36011044	-	8060	0	0	0	0	0	0	0	0
ENSMUSG00000104201.1	chr1	36011072	36011894	+	823	0	0	0	0	0	0	0	0
ENSMUSG00000102434.1	chr1	36029647	36031018	-	1372	0	0	0	0	0	0	0	0
ENSMUSG00000045216.7	chr1	36068400	36106446	+	38047	1381	2062	1500	1348	2083	3170	1532	1377
ENSMUSG00000104523.1	chr1	36105384	36106446	-	1063	1	0	1	1	1	3	0	2
ENSMUSG00000102202.1	chr1	36132042	36138746	+	6705	1	1	0	0	0	2	1	1
ENSMUSG00000037470.14	chr1	36140027	36244720	-	104694	2959	4097	2970	2535	3991	6147	2580	2868
ENSMUSG00000098752.1	chr1	36144252	36144313	-	62	0	0	0	0	0	0	0	0
ENSMUSG00000047180.8	chr1	36264597	36274679	-	10083	3321	4740	4414	4619	7704	12624	6268	6017
ENSMUSG00000037447.16	chr1	36307733	36324029	+	16297	663	957	596	673	1186	2025	1746	3156
ENSMUSG00000102762.1	chr1	36332708	36333420	+	713	0	0	1	0	0	0	0	1
ENSMUSG00000010453.12	chr1	36335730	36369181	-	33452	939	1310	870	750	1056	1939	1107	1711
ENSMUSG00000098680.1	chr1	36348682	36348758	-	77	0	0	0	0	0	0	0	0
ENSMUSG00000037432.15	chr1	36372291	36422110	+	49820	0	0	0	0	1	2	1	1
ENSMUSG00000001143.13	chr1	36419871	36445271	-	25401	714	1043	720	611	985	1493	595	540
ENSMUSG00000037408.10	chr1	36471620	36508764	+	37145	223	356	248	227	345	539	267	271
ENSMUSG00000104316.1	chr1	36473952	36476110	+	2159	0	0	0	0	0	0	0	0
ENSMUSG00000106081.1	chr1	36506562	36506702	+	141	0	0	0	0	0	0	0	0
ENSMUSG00000001138.13	chr1	36511867	36528237	+	16371	852	1220	830	698	1133	1428	604	497
ENSMUSG00000102845.1	chr1	36527534	36528237	-	704	0	0	0	1	0	0	0	0
ENSMUSG00000067653.12	chr1	36530188	36536883	-	6696	0	0	0	0	0	0	0	0
ENSMUSG00000109510.1	chr1	36530193	36539429	-	9237	2	1	1	3	0	0	0	0
ENSMUSG00000079610.9	chr1	36537507	36547445	-	9939	28	45	24	11	24	23	24	22
ENSMUSG00000026121.13	chr1	36548639	36558349	-	9711	113	145	128	148	252	644	1890	3725
ENSMUSG00000087589.3	chr1	36557701	36565613	+	7913	5	1	3	1	4	12	38	72
ENSMUSG00000046337.17	chr1	36562692	36683183	-	120492	0	0	2	2	1	0	3	9
ENSMUSG00000089906.1	chr1	36601802	36602146	+	345	0	0	0	0	0	0	0	0
ENSMUSG00000077939.1	chr1	36663965	36664039	+	75	0	0	0	0	0	0	0	0
ENSMUSG00000061518.10	chr1	36691484	36693681	+	2198	1176	1342	1135	844	1608	2615	1336	841
ENSMUSG00000037351.9	chr1	36698114	36714422	-	16309	1291	1721	1416	1208	1910	3793	2252	2119
ENSMUSG00000102416.4	chr1	36710149	36757953	+	47805	4	16	7	21	14	37	5	19
ENSMUSG00000104237.1	chr1	36739048	36744792	-	5745	0	0	0	0	0	0	0	0
ENSMUSG00000026117.10	chr1	36761798	36782818	+	21021	1	1	0	0	0	2	1	4
