# Program:featureCounts v1.5.1; Command:"featureCounts" "-T" "8" "-s" "2" "-S" "fr" "-p" "-B" "-C" "-P" "-d" "40" "-D" "40000" "-t" "gene" "-g" "gene_id" "-a" "/opt/ngs_indexes/models/mm/mm10/gencode.vM14.annotation.gtf" "-o" "merged_counts_final/chromatin.Naive.b1/D40000/all/all_counts.txt" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.010.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.015.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.020.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.025.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.030.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.035.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.040.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.050.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.060.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.090.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.120.b1.bam" 
Geneid	Chr	Start	End	Strand	Length	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.010.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.015.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.020.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.025.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.030.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.035.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.040.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.050.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.060.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.090.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.120.b1.bam
ENSMUSG00000042686.5	chr1	16964560	17097889	-	133330	13	18	27	30	7	17	16	15	19	47	51
ENSMUSG00000100110.1	chr1	17124747	17128956	+	4210	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025777.8	chr1	17145362	17164271	+	18910	0	5	1	2	0	0	1	0	2	0	2
ENSMUSG00000099899.1	chr1	17168403	17173103	+	4701	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100272.1	chr1	17250114	17250492	-	379	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100398.1	chr1	17394958	17395429	+	472	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101589.1	chr1	17397412	17400281	-	2870	2	1	0	1	2	3	2	1	1	0	0
ENSMUSG00000102048.1	chr1	17429043	17429528	-	486	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089534.1	chr1	17520001	17520111	+	111	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067780.3	chr1	17601901	17630939	+	29039	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000100053.1	chr1	17615084	17641081	-	25998	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085125.7	chr1	17676027	17727646	-	51620	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000025776.13	chr1	17727045	17766344	+	39300	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099895.1	chr1	17741915	17805417	-	63503	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000100554.1	chr1	17947041	17948439	+	1399	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099473.1	chr1	17993010	17999622	-	6613	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099591.1	chr1	17993813	17997483	+	3671	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109887.1	chr1	17994462	18059056	-	64595	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102001.1	chr1	18005961	18016186	-	10226	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101717.2	chr1	18048100	18058269	-	10170	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025774.14	chr1	18115191	18145902	-	30712	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070977.4	chr1	18210053	18223564	-	13512	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073735.1	chr1	18236473	18237443	-	971	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067773.6	chr1	18250980	18265138	-	14159	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000101685.1	chr1	18262395	18263379	-	985	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101738.2	chr1	18307984	18313686	+	5703	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101306.1	chr1	18708428	18709336	+	909	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088800.1	chr1	18969762	18969833	-	72	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101644.1	chr1	19037266	19037377	+	112	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099433.1	chr1	19062857	19063135	+	279	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089787.2	chr1	19063300	19104840	-	41541	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000042596.7	chr1	19103022	19166346	+	63325	0	1	0	0	1	3	1	0	1	2	0
ENSMUSG00000100720.1	chr1	19153422	19153966	-	545	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000025927.13	chr1	19208914	19238576	+	29663	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100538.1	chr1	19242725	19243769	+	1045	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101117.1	chr1	19320226	19320697	-	472	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100204.1	chr1	19330939	19333184	+	2246	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000084668.1	chr1	19513855	19513919	-	65	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102597.1	chr1	19614269	19616767	+	2499	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043760.16	chr1	20057779	20618064	-	560286	7	7	8	9	4	5	2	4	3	3	12
ENSMUSG00000104095.1	chr1	20062070	20065548	-	3479	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089914.2	chr1	20356452	20392300	+	35849	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090142.2	chr1	20444258	20444810	-	553	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070175.1	chr1	20444811	20444912	-	102	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065559.1	chr1	20679010	20679082	+	73	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099906.1	chr1	20679023	20684298	+	5276	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065480.1	chr1	20682769	20682887	+	119	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025929.4	chr1	20730905	20734496	+	3592	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041872.9	chr1	20777146	20790617	-	13472	4	2	1	4	1	0	1	2	0	0	0
ENSMUSG00000041859.10	chr1	20802968	20820312	-	17345	396	242	297	248	377	295	219	133	103	55	55
ENSMUSG00000099714.1	chr1	20821331	20822516	+	1186	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102121.1	chr1	20836661	20839689	+	3029	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000088858.1	chr1	20842535	20842666	-	132	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097934.1	chr1	20888650	20890473	-	1824	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000025931.15	chr1	20890606	20939650	+	49045	46	43	52	67	53	86	64	56	46	113	65
ENSMUSG00000077314.1	chr1	20915410	20915540	-	131	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100929.1	chr1	20945711	20946914	+	1204	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000041809.5	chr1	20951626	20990841	+	39216	59	61	51	42	33	38	21	15	19	8	15
ENSMUSG00000041779.5	chr1	20996299	21079229	-	82931	1672	1679	1916	1660	1550	1376	1123	1169	1549	5448	6059
ENSMUSG00000099971.1	chr1	21080114	21081748	+	1635	2	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000100819.1	chr1	21178988	21187427	+	8440	5	4	3	1	0	1	1	0	0	1	1
ENSMUSG00000025933.15	chr1	21218575	21230167	+	11593	67	59	36	19	15	13	11	5	2	6	7
ENSMUSG00000102633.1	chr1	21234722	21236821	+	2100	4	10	0	2	0	0	0	0	0	0	0
ENSMUSG00000025934.15	chr1	21240589	21265661	+	25073	48	57	55	50	17	16	7	4	5	3	1
ENSMUSG00000099343.1	chr1	21250359	21271593	-	21235	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096375.2	chr1	21272403	21272906	+	504	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025936.15	chr1	21285246	21298312	-	13067	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093963.1	chr1	21312517	21316320	-	3804	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067750.3	chr1	21349641	21352200	+	2560	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000086194.1	chr1	21354005	21355116	+	1112	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094436.1	chr1	21364803	21365030	+	228	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041722.7	chr1	21368331	21370845	+	2515	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085507.1	chr1	21372670	21373764	+	1095	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094926.1	chr1	21379555	21379782	+	228	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085079.3	chr1	21383556	21386373	+	2818	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085679.2	chr1	21390906	21391101	+	196	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028033.16	chr1	21398403	21961942	-	563540	38	70	52	66	57	69	71	71	69	114	56
ENSMUSG00000104138.1	chr1	21454691	21457017	-	2327	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082935.3	chr1	21511933	21513056	-	1124	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103748.1	chr1	21838948	21840514	-	1567	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097109.1	chr1	21959842	21962530	+	2689	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099692.1	chr1	22030064	22030615	-	552	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100418.1	chr1	22237849	22238295	+	447	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041670.16	chr1	22286251	22805994	-	519744	1	2	3	6	3	2	2	2	5	7	8
ENSMUSG00000097642.1	chr1	22740764	22741565	+	802	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101468.1	chr1	22984863	22987125	-	2263	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101227.1	chr1	23048295	23235673	-	187379	1	1	1	0	0	0	0	1	0	0	0
ENSMUSG00000073730.2	chr1	23100473	23102253	-	1781	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089553.1	chr1	23245211	23245331	+	121	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102766.1	chr1	23255685	23256407	-	723	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065405.3	chr1	23272269	23272339	+	71	3	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000097970.1	chr1	23291537	23291935	+	399	0	4	1	2	2	2	0	3	2	1	1
ENSMUSG00000065567.1	chr1	23291701	23291784	+	84	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100775.1	chr1	23293729	23294075	+	347	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101226.1	chr1	23345956	23346599	-	644	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026158.11	chr1	23366424	23397772	-	31349	291	277	168	98	54	68	66	92	111	948	829
ENSMUSG00000097920.1	chr1	23479539	23480527	+	989	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099503.1	chr1	23574587	23596664	+	22078	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026156.8	chr1	23761753	23849158	+	87406	2	0	6	2	1	2	1	0	0	2	2
ENSMUSG00000026155.13	chr1	23844846	23922317	-	77472	4612	5411	4975	4292	2897	2893	2365	3049	4032	6868	3456
ENSMUSG00000026154.4	chr1	23995939	24005656	-	9718	117	45	32	4	3	1	0	4	4	32	19
ENSMUSG00000102495.1	chr1	24005505	24005894	+	390	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026153.15	chr1	24011093	24100341	-	89249	877	1027	871	879	534	530	390	201	236	671	486
ENSMUSG00000102398.1	chr1	24100625	24103424	+	2800	1	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000097670.1	chr1	24125275	24126141	+	867	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026147.16	chr1	24177610	24252684	+	75075	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026141.13	chr1	24261890	24587472	-	325583	43	71	138	192	381	484	600	894	1035	953	429
ENSMUSG00000077463.1	chr1	24548841	24548977	-	137	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099997.1	chr1	24594087	24595423	-	1337	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100131.1	chr1	24611535	24612410	-	876	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067736.2	chr1	24612407	24612700	-	294	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101939.1	chr1	24612775	24613119	-	345	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000101111.1	chr1	24613189	24613971	-	783	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100862.1	chr1	24613974	24614651	-	678	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102070.1	chr1	24614885	24615565	-	681	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101249.1	chr1	24615706	24616197	-	492	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073725.8	chr1	24678630	24766301	+	87672	9518	11757	11712	14190	14995	20818	21845	24731	23583	12648	4868
ENSMUSG00000100808.1	chr1	24910461	24911659	-	1199	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100483.1	chr1	24963209	24965158	-	1950	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100450.1	chr1	25011941	25012756	+	816	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099392.1	chr1	25026581	25027232	-	652	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033569.17	chr1	25067476	25829707	-	762232	4	1	4	2	3	5	6	1	3	4	1
ENSMUSG00000080849.1	chr1	25223730	25224173	+	444	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104257.1	chr1	25276404	25277954	-	1551	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096866.1	chr1	25279445	25279551	-	107	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102296.1	chr1	25284218	25285248	-	1031	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103209.1	chr1	25296512	25299886	-	3375	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104027.1	chr1	25314276	25317708	-	3433	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102407.1	chr1	25325866	25328398	-	2533	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103214.1	chr1	25345978	25349082	-	3105	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104100.1	chr1	25362564	25365820	-	3257	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084740.1	chr1	25451071	25451174	+	104	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103889.1	chr1	25608250	25611184	-	2935	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101301.1	chr1	25614946	25615515	-	570	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104221.1	chr1	25620238	25623180	-	2943	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102250.1	chr1	25672245	25676239	-	3995	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102317.1	chr1	25686062	25691501	-	5440	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103563.1	chr1	25722038	25724778	-	2741	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102465.1	chr1	25735389	25738969	-	3581	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102659.1	chr1	25755343	25759033	-	3691	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103924.1	chr1	25775757	25780306	-	4550	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104132.1	chr1	25797281	25800905	-	3625	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102747.1	chr1	25804097	25807406	-	3310	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102386.1	chr1	25808956	25809972	-	1017	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103004.1	chr1	25824390	25824719	-	330	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104516.1	chr1	25830657	25831878	+	1222	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101618.1	chr1	25996604	25997159	-	556	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099458.1	chr1	26466236	26466886	+	651	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088111.1	chr1	26566833	26566938	+	106	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073722.3	chr1	26681814	26687460	-	5647	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095256.1	chr1	26959103	26959221	-	119	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100310.1	chr1	27336352	27336768	-	417	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101514.1	chr1	27884046	27902396	+	18351	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101033.1	chr1	27900419	27901072	-	654	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101372.1	chr1	27989910	27991782	+	1873	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103241.1	chr1	28569918	28571431	+	1514	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086240.4	chr1	28580499	28580772	-	274	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048411.4	chr1	28776117	28780252	-	4136	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081557.2	chr1	28800240	28802721	-	2482	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058590.2	chr1	28938036	28938339	+	304	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101235.1	chr1	29219700	29220249	+	550	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064433.1	chr1	29280964	29281075	-	112	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080625.1	chr1	29301480	29301579	+	100	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080391.1	chr1	29361275	29361370	-	96	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099257.1	chr1	29421488	29421612	+	125	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099492.1	chr1	29484604	29485915	-	1312	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101726.1	chr1	29930094	29930715	+	622	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096829.1	chr1	29985934	29986043	+	110	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098883.1	chr1	30333291	30333397	-	107	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053185.2	chr1	30718560	30719962	-	1403	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100261.1	chr1	30769687	30771815	+	2129	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000101180.1	chr1	30794548	30794875	-	328	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048874.15	chr1	30802339	30873921	-	71583	7405	8309	7272	6227	3943	3566	3002	3595	4303	4916	2274
ENSMUSG00000103783.1	chr1	30833548	30836431	-	2884	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104315.1	chr1	30865504	30868538	-	3035	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026064.15	chr1	30940302	30949770	-	9469	1543	2949	3152	3638	5266	5043	4803	3102	2591	676	466
ENSMUSG00000086151.3	chr1	30977244	30977967	-	724	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086726.2	chr1	30986226	30986952	-	727	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087346.2	chr1	30998184	30998906	-	723	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100371.1	chr1	31019188	31096454	-	77267	0	2	0	0	0	2	3	0	1	0	0
ENSMUSG00000100237.1	chr1	31041919	31043675	+	1757	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098529.1	chr1	31122725	31122862	-	138	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086727.7	chr1	31135226	31222684	-	87459	0	1	0	1	2	0	1	0	0	0	0
ENSMUSG00000100910.1	chr1	31136026	31150105	+	14080	3	1	2	0	1	2	4	2	0	1	0
ENSMUSG00000099796.1	chr1	31164549	31164773	+	225	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050217.13	chr1	31176401	31204725	+	28325	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000026063.4	chr1	31222838	31224288	+	1451	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077664.1	chr1	31259593	31259719	-	127	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100205.1	chr1	31267326	31267884	+	559	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100592.1	chr1	31274892	31275455	+	564	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094215.2	chr1	31286945	31287640	+	696	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101093.1	chr1	31559540	31561400	+	1861	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070960.4	chr1	31615149	31616661	+	1513	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000088620.1	chr1	31656632	31656738	-	107	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082159.2	chr1	31736057	31736891	+	835	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026058.11	chr1	32172714	32658568	+	485855	3	2	6	2	4	4	2	2	2	4	3
ENSMUSG00000064688.1	chr1	32213133	32213239	-	107	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103482.1	chr1	32473757	32475565	+	1809	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104498.1	chr1	32485315	32486942	+	1628	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104313.1	chr1	32496444	32497988	+	1545	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102865.1	chr1	32519563	32520999	-	1437	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102321.1	chr1	32539028	32542440	+	3413	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091318.2	chr1	32543686	32547294	-	3609	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000089489.1	chr1	32568359	32568421	-	63	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104433.1	chr1	32710179	32712648	+	2470	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089395.1	chr1	32726639	32726930	+	292	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102926.1	chr1	32967484	32972490	-	5007	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100497.1	chr1	33028160	33030290	-	2131	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102917.1	chr1	33065130	33066350	+	1221	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100481.1	chr1	33100907	33102695	+	1789	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100590.1	chr1	33108905	33109655	-	751	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088750.1	chr1	33191993	33192102	+	110	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104230.1	chr1	33212774	33215475	-	2702	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101754.2	chr1	33235939	33237631	+	1693	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065223.1	chr1	33293676	33293775	+	100	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100318.2	chr1	33315670	33316582	-	913	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101612.2	chr1	33371331	33373585	+	2255	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065260.1	chr1	33422733	33422838	+	106	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026134.11	chr1	33453810	33669795	-	215986	4241	5591	5640	5643	5229	5355	4518	3298	2339	1401	1230
ENSMUSG00000101682.1	chr1	33482101	33482518	+	418	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102714.1	chr1	33613758	33616832	-	3075	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102093.1	chr1	33657781	33658108	+	328	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103746.1	chr1	33669824	33670712	+	889	4	2	0	0	0	2	0	0	0	0	0
ENSMUSG00000102198.1	chr1	33671915	33674228	-	2314	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000004768.14	chr1	33719887	33742564	+	22678	299	235	206	139	39	30	24	35	37	119	85
ENSMUSG00000042215.8	chr1	33745484	33757795	-	12312	38	39	31	24	9	6	3	16	15	12	15
ENSMUSG00000103072.1	chr1	33748007	33748347	+	341	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042197.13	chr1	33761545	33814595	-	53051	4669	4703	4638	3710	2927	2941	2747	3932	4238	2652	1542
ENSMUSG00000081402.4	chr1	33836124	33838680	-	2557	1	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000042182.16	chr1	33852052	33907816	-	55765	99	136	182	279	580	725	785	1097	1040	686	305
ENSMUSG00000104416.1	chr1	33889490	33891117	-	1628	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026131.18	chr1	33908225	34308661	+	400437	7936	7931	11913	11133	17473	17499	19075	34792	49374	87820	79171
ENSMUSG00000103596.1	chr1	33922455	33924838	+	2384	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099382.1	chr1	33963352	33963685	-	334	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000084506.1	chr1	33981410	33981502	-	93	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103364.1	chr1	34032100	34033797	+	1698	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105982.1	chr1	34117359	34117431	+	73	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096992.3	chr1	34165856	34178446	-	12591	2	0	7	2	8	0	0	0	6	2	26
ENSMUSG00000103001.1	chr1	34269882	34271128	-	1247	0	0	0	0	2	0	0	0	0	0	2
ENSMUSG00000104397.1	chr1	34329433	34330307	-	875	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102839.1	chr1	34350775	34351161	+	387	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101206.1	chr1	34367371	34369003	+	1633	0	0	0	0	0	0	0	0	0	0	0
